Pathway	Species	LOR002C	LOR003C	LOR005C	LOR006C	LOR007C	LOR008C	LOR009C	LOR011C	LOR012C	LOR013C	LOR014C	LOR015C	LOR016C	LOR017C	LOR018C	LOR019C	LOR020C	LOR021C	LOR022C	LOR023C	LOR024C	LOR025C	LOR026C	LOR027C	LOR028C	LOR029C	LOR030C	LOR033C	LOR034C	LOR036C	LOR037C	LOR042C	LOR046C	LOR051C	LOR054C	LOR055C	LOR058C	LOR060C	LOR061C	LOR062C	LOR063C	LOR065C	LOR070C	LOR072C	LOR074C	LOR076C	LOR078C	LOR081C	LOR082C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR091C	LOR098C	LOR099C	LOR101C	LOR102C	LOR103C	LOR202C	LOR203C	LOR204C	LOR206C	LOR207C	LOR208C	LOR210C	LOR211C	LOR212C	LOR214C	LOR215C	LOR216C	LOR217C	LOR218C	LOR219C	LOR220C	LOR221C	LOR222C	LOR223C	LOR224C	LOR225C	LOR226C	LOR227C	LOR228C	LOR229C	LOR230C	LOR231C	LOR233C	LOR234C	LOR235C	LOR237C	LOR238C	LOR239C	LOR240C	LOR241C	LOR242C	LOR243C	LOR246C	LOR248C	LOR249C	LOR254C	LOR258C	LOR259C	LOR260C	LOR262C	LOR264C	LOR269C	LOR270C	LOR272C	LOR274C	LOR275C	LOR279C	LOR281C	LOR282C	LOR283C	LOR284C	LOR287C	LOR288C	LOR289C	LOR294C	LOR295C	LOR300C	LOR301C	LOR303C
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Corynebacterium.s__Corynebacterium_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Corynebacterium.s__Corynebacterium_variabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000552055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Cutibacterium.s__Cutibacterium_acnes	0	0	0.0158312	0	0.0167655	0	0.0139206	0.0125349	0.0162368	0	0.00717809	0	0.00748452	0.0132872	0	0.00158531	0.00559161	0.00495588	0.00234188	0.0090508	0	0	0.000363426	0.00519493	0.00505467	0.002914	0.0126168	0.00785595	0.00314007	0.00409532	0	0.011961	0.00849789	0.00606203	0.00146494	0.00507685	0	0	0	0.00877674	0.00902413	0.0118258	0.00667259	0.00787933	0.000618791	0.00725508	0.00189364	0	0.00854538	0.00363743	0.006546	0.00431813	0.0125119	0.00142196	0.0100902	0	0.015249	0.0125479	0.00914928	0.00327363	0.00983352	0.0128207	0.012574	0	0.00741564	0	0.00305123	0	0.00233338	0.00323742	0.00851731	0.00510181	0.0148439	0.0113665	0.00466083	0.0103305	0.00472846	0.0015639	0.0121701	0.00553967	0.00323428	0.00621057	0.0101327	0.00738415	0.00426625	0.0101001	0	0.00738155	0	0.0119537	0.01071	0.00522655	0.010416	0.00688357	0.00359165	0.000528652	0.00216578	0.00898634	0.00743021	0.0127941	0.0145165	0.008115	0.0088954	0.00544608	0.00940296	0.00728797	0.0155823	0.00715339	0.00295135	0	0	0.017194	0	0.00338363	0.013331	0	0.0156566	0.0137473	0.00362393	0.00987388	0.00164811	0	0.00837385	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Cutibacterium.s__Cutibacterium_avidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Deinococcus.s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000644488	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Dermacoccus.s__Dermacoccus_nishinomiyaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Dermacoccus.s__Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Enhydrobacter.s__Enhydrobacter_aerosaccus	0	0	0	0	0	0	0	0	0	0	0	0	0.000140763	0	0	0	0	0.00212366	0	0	0	0	0	0	0	0	4.16E-05	0	0	0	0	0	0	0.00063124	0	0	0	0	0	0	0	0	0	0	0	0.000578475	0	0.000880079	0.000169551	0	0.000297145	0	0	0	0	0	0	0	0	0	0.000524633	0	0	0	0	0	0.000226724	0	0	0.000936472	0	0.000103375	0	0	0.00159896	6.86E-05	0	0.00161134	0	0	0	0.000417238	0	0.000169177	0	0	0	0.000256963	0	0	0	0.000514194	0	0	0	4.97E-05	0.000323666	0	0	0	0	0	0	0	0	0.000147441	0	0	0	0	0	0	0.00111081	0	0	0	0	0	0	0	0.000178199	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Gordonia.s__Gordonia_bronchialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Gordonia.s__Gordonia_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000522922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Haematobacter.s__Haematobacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000741734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Halomonas.s__Halomonas_hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000465691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202626	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Janibacter.s__Janibacter_hoylei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021297	0	0	0	0	0	0	0	0	0	9.41E-05	0	0.00356405	0	0	0	0	0	0	0	0	0	0	0.00502896	0	0	0	0	0	7.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329266	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Janibacter.s__Janibacter_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010201	0	0	0	0	0	0	0	0	0	5.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000615238	0	0	0	0	0	0.00156586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000279733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195512	0	0	0	0	0	0	0.000260832	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Kocuria.s__Kocuria_indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Kocuria.s__Kocuria_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00259693	0	0	0	0.000272723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Kocuria.s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000572974	0	0	0	0	0	0	0	0	0	0	0	0.000207806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Microbacterium.s__Microbacterium_aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151705	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Micrococcus.s__Micrococcus_aloeverae	0	0	0	0	0	0	0.000310965	0	0	0	0	0	0.000719069	0	0	0.00279313	0	0	0	0	0	0	0.00178079	0	0	0	0	0	0.00126815	0.00558242	0	0	0	0.000150008	8.63E-05	0.000145947	0	0.00221846	0.0103342	0	0	0	0	0.00277641	0	0	0	0	0.00173509	0	0	0	0	0.000559319	0	0.00960362	0	0	0	0	0.000367116	0	0	0.00160689	0	0	0.00088683	0	0	0	0	0.0007128	0.000239714	0	0	0	0.000858351	0.0016978	0	0.00018623	0.00129179	0.000723704	0.000193942	0.00165633	0.000507032	0	0	0	0	0	0	0	0	0	0	0.00103863	0.00280475	0	0	0	0	0.00055316	0	0	0	0	0	0	0.00125452	0	0.000432501	0	0	0.00358875	0.00389564	0	0	0	0	0	0.000467871	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Micrococcus.s__Micrococcus_luteus	0	0	0	0	0	0	0.000266507	0	0	0	0.0105666	0	0.000504591	0	0	0.00348744	0	0	0	0	0	0	0.00153177	0	0	0	0	0	0.0011636	0.00563757	0	0	0	0.000207924	0.000116324	0.0001043	0	0.00403722	0.00618679	0	0	0	0	0.00184088	0.000439725	0	0	0	0.00111137	0	0	0.00614118	0	0.000410437	0	0.00509898	0	9.88E-05	0.00013027	0	0.000232518	0	0	0.00194758	0	0	0.000786203	0	0	0	0	0.000730199	0.000155672	0.000458234	0	0.0012973	0.00108013	0.000990069	0	0.000120409	0.00137209	0.000613886	0.00030169	0.000627024	0.000569763	0	0	0	0	0	0	0	0	0	0	0.000694078	0.00216584	0	0	0	0	0.000480936	0	0	0	0.00136547	0	0	0.00170269	0	0.000351199	0	0	0.00448623	0.00298141	0.00653124	0	0	0	0	0.000490546	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Micrococcus.s__Micrococcus_terreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068189	0	0	0	0.00142155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000739859	0	0	0	0	0	0	0	0	0	0.000447856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Modestobacter.s__Modestobacter_caceresii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Moraxella.s__Moraxella_osloensis	0	0	0	0	0	0	0	0	0	0	0	0	0.000382726	0	0	0	0	0.00307243	0	0	0	0	0	0	0	0	7.54E-05	0	0	0	0	0	0	0.00125564	0	0	0	0	0	0	0	0	0	0	0	0.000552109	0	0.00130353	5.82E-05	0	0.000574392	0	0	0	0	0.00356558	0	0	0	0	0.000419877	0	0	0	0	0	0.000626688	0	0	0.000816994	0	0.000265017	0	0	0.0037936	0.00033968	0	0.00329031	0	0	0	0.000462553	0	0.000251542	0	0	0	0.000362331	0	0	0	0.000210453	0	0	0	2.37E-05	0.000668556	0	0	0	0	0	0	0	0	0.000204732	0	0	0	0	0	0	0.000935853	0	0	0	0	0	0	0	0.000151372	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Mycobacterium.s__Mycobacterium_gordonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000682766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Mycobacteroides.s__Mycobacteroides_chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Mycolicibacterium.s__Mycolicibacterium_iranicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Neisseria.s__Neisseria_cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185049	0	0	0	0	4.83E-05	0	0	0	0	0.000210045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01E-06	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E-05	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145858	0	0	0	0	7.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111054	0	0	0	0	0.000851823	0	0	0	0	0.000213396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77E-05	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Paracoccus.s__Paracoccus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0.00165122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000376828	0	0	0	0	0	0.000249579	0	0	0	0	0	0	0	0	0.00011035	0	0	0	0	0	0	0	0	0.000219271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114924	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Paracoccus.s__Paracoccus_sphaerophysae	0	0	0	0	0	0	0	0	0	0	0	0	0.000268956	0	0	0	0	0	0	0	0	0	0	0	0.00349112	0	0	0	0	0	0	0	0	0	0.000206548	0	0.0040967	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137056	0	0	0.000276123	0	0	0	0	0.000471423	0.00363102	0	0	0	0	0	0	0	0	0.000302	0	0	0	0	0	0	0	0	0.000387916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063328	0	0	0	0	0	0	0	0	0	0.00475102	0.00200025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124845	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Pseudoglutamicibacter.s__Pseudoglutamicibacter_albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY_7111__pyruvate_fermentation_to_isobutanol_(engineered)	g__Pseudoglutamicibacter.s__Pseudoglutamicibacter_cumminsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
