Pathway	Species	LOR015C	LOR016C	LOR018C	LOR019C	LOR020C	LOR022C	LOR025C	LOR026C	LOR028C	LOR029C	LOR033C	LOR036C	LOR037C	LOR051C	LOR054C	LOR058C	LOR060C	LOR061C	LOR074C	LOR076C	LOR078C	LOR081C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR098C	LOR103C	LOR206C	LOR208C	LOR210C	LOR211C	LOR212C	LOR215C	LOR219C	LOR221C	LOR222C	LOR225C	LOR229C	LOR241C	LOR242C	LOR243C	LOR260C	LOR272C	LOR275C	LOR281C	LOR282C	LOR284C	LOR289C	LOR295C
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Micrococcus.s__Micrococcus_luteus	0	0.00123953	0	0.0013457	0	0	0	0.00117951	0	0	0	0.00198852	0	0	1.14E-05	0	0.00258017	0.00540847	0.000423851	0	0	0	0	0	0	0	0.000313113	0.00236075	0	0	0	0	0	0	0	0	0	0.000921544	0.000400514	0.000377105	0	0.000268437	0.00125874	0	0.00124879	0.000241253	0	0.00300779	0.00362622	0	0.000438124
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Micrococcus.s__Micrococcus_terreus	0	0	0	0.00865939	0	0	0	0	0	0	0	0	0	0	0.000871212	0	0	0	0.000505382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017108	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Moraxella.s__Moraxella_osloensis	0	0	0	0	0	0	0	0.000425745	0	0	0	0	0	0.000582345	0	0	0	0	0	0.000398659	0	0.000334504	0	0.000581313	0	0	0	0	0	0	0	0.000230573	0	0	0	0.00332753	0	0.00270657	0	0	0	0.000144193	0.00126661	0	0	0	0.000941207	0	0	0	0.000280327
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Mycobacteroides.s__Mycobacteroides_chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19E-05
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000617038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64E-05
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Paracoccus.s__Paracoccus_sanguinis	0	0.0010576	0	0	0	0	0	0	0	0	0	0	0	0	0.00047972	0	0	0	0	0	0	0	0	0	0	0	0.00048477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Paracoccus.s__Paracoccus_sphaerophysae	0	0	0	0	0	0	0	0	0.00203536	0	0	0	0	0	0	0.00699242	0	0	0	0	0	0	0	0.000654247	0	0	0	0	0.00482589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454794	0	0	0	0	0	0	0.00164372
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126518	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Pseudomonas.s__Pseudomonas_helleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28E-05	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Pseudomonas.s__Pseudomonas_lundensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114181	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0.00328818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Streptococcus.s__Streptococcus_oralis	0	0	0	0	0	0	0	0	0	0.00210683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML91_0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102248	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	unclassified	0	0.000227382	0.00518056	0	0	0.00406305	0	0.00421311	0	0.000679296	0	0.00360759	0	0.00235939	0.0022182	0	0.00245104	0	0.0036391	0.00017804	0.0106161	0	0	0.00134987	0	0	0.00215259	0	0	0.00391285	0	0.00102313	0	0.000477446	0.00460915	0.000201488	0.000850897	0.000787697	0.0018143	0.00154422	0.0184493	0.00251668	0.00221217	0.0013769	0.00253268	0.000409807	0.00258831	0.000391345	0.00681917	0.00331643	0.0019619
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000609218	0	0	0.00578728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Acinetobacter.s__Acinetobacter_ursingii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Actinomyces.s__Actinomyces_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Actinomyces.s__Actinomyces_oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Brachybacterium.s__Brachybacterium_muris	0	0	0	0	0	0	0	0	0	0	0	0.0005472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547816	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Brevibacterium.s__Brevibacterium_ravenspurgense	0	0	0	0	0	0	0	0	0	0.00237878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	0.000466818	0	0	0	0	0	0	0	0	0.000560276	0	0	0	0.000911956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Brevundimonas.s__Brevundimonas_naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Brevundimonas.s__Brevundimonas_nasdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Brevundimonas.s__Brevundimonas_vesicularis	0	0	0	0	0	0	0	0.000235274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00270755	0	0	0	0.000282145
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000714935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_coyleae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_doosanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000300746	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_imitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_lipophiloflavum	0	0	0	0	0	0	0	0.00043483	0	0	0	0	0	0	0.00207404	0	0	0	0.00109214	0	0.00231838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293318	0	0.000765221	0	0	0	0.00644465	0	9.87E-05	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000585093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_pseudogenitalium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_tuberculostearicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Corynebacterium.s__Corynebacterium_variabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Cutibacterium.s__Cutibacterium_acnes	0.0303903	0.0081585	0.00296726	0.0011438	0.0148312	0.00249143	0	0.00132966	0.00582914	0.00248664	0.010353	0.00702224	0.0277406	0.00551105	0.00193782	0.000617853	0	0.00213184	0.00284022	0.00807343	0.00313008	0.00355238	0.00470537	0.00766473	0.0170665	0.0183804	0.00228494	0	0.00635999	0.00335768	0	0.00545763	0	0.00690949	0.0125888	0.006411	0.00829704	0.00194319	0.00692059	0.010748	0.00633039	0.000692099	0.00535468	0.0061188	0.00661664	0.00212754	0	0.00323583	0	0.00943034	0.00253776
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Cutibacterium.s__Cutibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0.000736821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0.000245774	0.000723818	0	0	0.000228302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286398	2.52E-05	0	5.53E-05	0	0	0.000174092	0	0	0	0	0	0	0	0	0	0.00137299	1.63E-05
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Deinococcus.s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000903529
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Dermacoccus.s__Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Enhydrobacter.s__Enhydrobacter_aerosaccus	0	6.81E-05	0	0	0	0	0	0.000457275	0	0	0	0	0	0.000613199	0	0	0	0	0	0.000139113	0	0.000385568	0	0.000562334	0	0	0	0	0	0	0	0.000164953	0	0	0	0.00188355	0	0.00177081	0	0	0	0.000111518	0.000567412	0	0	0	0.0010339	0	0	0	0.000191734
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Haematobacter.s__Haematobacter_massiliensis	0	0	0	0	0	0.00264712	0	0	0	0	0	0	0	0	0.000299716	0	0	0	0	0	0	0	0	0	0	0	0.0007175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Halomonas.s__Halomonas_hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Janibacter.s__Janibacter_hoylei	0	0	0	0	0	0	0	0	0.000764109	0	0	0	0	0	0.000124074	0.00253733	0	0	0	0	0	0.00562502	0	0	0	0	0.00014778	0	0	0	0	0	0	8.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311848
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Janibacter.s__Janibacter_indicus	0	0	0	0	0	0	0	0	0.00121411	0	0	0	0	0	3.71E-05	0	0	0	0	0	0	3.55E-05	0	0	0	0	0.00191023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156387	0	0	0.000241185
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Kocuria.s__Kocuria_indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Kocuria.s__Kocuria_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Kocuria.s__Kocuria_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000390618	0	0	0	0.000514093	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Kocuria.s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Kytococcus.s__Kytococcus_sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110247	0	0	0	0	0	0	0	0	0.000245416	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Luteimonas.s__Luteimonas_sp_83_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000519683
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Microbacterium.s__Microbacterium_aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000294987
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Micrococcus.s__Micrococcus_aloeverae	0	0.000726402	0	0.00249004	0	0	0	0.00155972	0	0	0	0.00322035	0	0	5.57E-05	0	0.00541024	0.00833459	0	0	0	0	0	0	0	0	0.000270593	0.0164184	0	0	0	0.000769342	0	0	0	0	0.00127348	0.000750119	0.0012923	0.00029121	0	0.000628632	0.00276003	0	0.000777038	0.000541956	0	0.00338082	0	0	0.000474791
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Micrococcus.s__Micrococcus_luteus	0	0.00123207	0	0.00146601	0	0	0	0.00131949	0	0	0	0.00267751	0	0	1.17E-05	0	0.00323157	0.00582095	0.00056756	0	0	0	0	0	0	0	0.000296098	0.00280129	0	0	0	6.64E-05	0	0	0	0	0	0.000988162	0.000586307	0.00058734	0	0.00026427	0.00153333	0	0.00109312	0.000260296	0	0.00315963	0.00339875	0	0.000415902
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Micrococcus.s__Micrococcus_terreus	0	0	0	0.00866132	0	0	0	0	0	0	0	0	0	0	0.000877584	0	0	0	0.000669339	0	0	0	0	0	0	0	0	0	0	0.00350847	0	0	0	0	0	0	0	0	0	0	0	0.00188942	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Modestobacter.s__Modestobacter_caceresii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Moraxella.s__Moraxella_osloensis	0	0.000603931	0	0	0	0	0	0.000358198	0	0	0	0	0	0.000579866	0	0	0	0	0	0.000428118	0	0.000744873	0	0.000615001	0	0	0	0	0	0	0	0.000208179	0	0	0	0.00298065	0	0.00254124	0	0	0	0.000143763	0.00112919	0	0	0	0.000842739	0	0.00071527	0	0.000261374
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Mycobacteroides.s__Mycobacteroides_chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60E-05
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000572144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.95E-05
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Paracoccus.s__Paracoccus_sanguinis	0	0.00193404	0	0	0	0	0	0	0	0	0	0	0	0	0.000538989	0	0	0	0	0	0	0	0	0	0	0	0.000539784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Paracoccus.s__Paracoccus_sphaerophysae	0	0	0	0	0	0	0	0	0.00187728	0	0	0	0	0	0	0.00650518	0	0	0	0	0	0	0	0.000551405	0	0	0.000179473	0	0.00458862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471437	0	0	0	0	0	0	0.00156116
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106785	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Pseudomonas.s__Pseudomonas_helleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Pseudomonas.s__Pseudomonas_lundensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0.00302337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Streptococcus.s__Streptococcus_oralis	0	0	0	0	0	0	0	0	0	0.00212425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML91_0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013123	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	unclassified	0	0.000492032	0.00821942	0	0	0.00468711	0	0.00829045	0	0.000572375	0.00443972	0.00375645	0	0.00257837	0.00280326	0	0.00313599	0	0.00561953	0.000946167	0.0115439	0	0	0.00334419	0	0	0.00252171	0	0	0.0050587	0	0.00364275	0	0.000429372	0.00514442	0.000219582	0.0008197	0.00112395	0.00201774	0.00215863	0.0220593	0.00286401	0.00238588	0.0012513	0.00435852	0.00532226	0.00382312	0.000407435	0.00951705	0.00691732	0.00273247
